IDKEY,RAW_SCHOOL_CODE,BLOCK_ID,BLOCK_NAME,BLOCK_YEAR_BUILT,WALL_2020,WALL_2021,WALL_2022,WALL_2023,WIRING_2020,WIRING_2021,WIRING_2022,WIRING_2023,PILLAR_2020,PILLAR_2021,PILLAR_2022,PILLAR_2023,PAINT_2020,PAINT_2021,PAINT_2022,PAINT_2023,ENROL_DIS20,TEACHER_DIS20,ENROL_DIS21,TEACHER_DIS21,ENROL_DIS22,TEACHER_DIS22,ENROL_JUN23,TEACHER_JUN23,SCHOOL_LEVEL,SCHOOL_CODE,SCHOOL_YEAR_BUILT,SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_GRADE,SCHOOL_TYPE_CODE,FUND,COORDINATE_XX,COORDINATE_YY,WALL_TREND,WALL_RATE,WALL_AVG,WIRING_TREND,WIRING_RATE,WIRING_AVG,PILLAR_TREND,PILLAR_RATE,PILLAR_AVG,PAINT_TREND,PAINT_RATE,PAINT_AVG,BUILDING_AGE,MAINTENANCE_RISK_SCORE,AGE_RISK_SCORE,TOTAL_RISK_SCORE,RISK_LEVEL,RISK_LABEL,RAPID_DETERIORATION,PREDICTED_ISSUES,ISSUE_IMPACTS,PRIMARY_ISSUE
sdv-id-uUEgql,TBA3095,1,KANTIN,1990.0,1.0,1.0,1.0,1,2.0,3.0,,2,,1.0,1.0,1.0,2.0,1.0,3.0,1,201,32,366,31,232,30,283,30,Rendah,TBA3095,10/30/1986,SEKOLAH KEBANGSAAN TELUK MENARA,SK,A,101,SK,103.0341521,5.2601711,0,0.0,1.0,0,-0.07142857142857144,2.2857142857142856,0,0.0,1.0,-1,-0.1,1.6999999999999997,36.0,4.66,10,14.66,1,VERY_LOW,False,None,{},None
sdv-id-svPFXh,TBA3063,12,,1983.0,1.0,,5.0,1,,,,3,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,908,95,1091,90,1160,92,1061,89,Rendah,TBA3065,02/17/1933,SEKOLAH KEBANGSAAN SERI BUDIMAN,SK,A,101,SK,103.1172623,5.315706878,0,0.28571428571428575,2.5,0,0.0,3.0000000000000004,0,0.0,1.5,0,0.1,1.3,43.0,17.14,15,32.14,3,MEDIUM,False,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-EPpoAx,TEA3083,11,,1994.0,1.0,1.0,2.0,2,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,188,29,277,29,252,29,241,28,Menengah,TEA3083,03/05/1952,SEKOLAH MENENGAH KEBANGSAAN MEGAT PANJI ALAM,SMK,B,101,SK,103.1494676,5.302383858,1,0.4,1.7000000000000002,0,-0.1,1.2000000000000002,0,0.0,1.0,0,0.2,1.6,32.0,3.46,10,13.46,1,VERY_LOW,False,None,{},None
sdv-id-GimFzW,TBA3086,12,KANTIN SEKOLAH,1974.0,1.0,1.0,1.0,2,1.0,3.0,5.0,1,,,1.0,3.0,2.0,1.0,1.0,1,492,51,554,51,414,50,494,48,Rendah,TBA3086,11/25/1940,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 1,SK,A,201,SK,103.1391984,5.266880704,1,0.3,1.4000000000000001,0,0.2,2.6,2,2.0,2.1428571428571432,-1,-0.3,1.1,52.0,16.77,20,36.769999999999996,3,MEDIUM,True,Pillar (Rapid Deterioration),"{""Pillar"": ""LOW""}",Pillar
sdv-id-TElgGs,TBA3038,7,,1996.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2,2.0,,1.0,1.0,1.0,1.0,2.0,1,312,34,718,33,760,33,656,34,Rendah,TBA3038,09/26/2007,SEKOLAH KEBANGSAAN PADANG MIDIN,SK,A,101,SK,103.0757304,5.235252483,0,0.1,1.3,0,-0.1,1.7000000000000002,-1,-0.35714285714285715,1.125,0,0.1,1.3,30.0,4.21,10,14.21,1,VERY_LOW,False,None,{},None
sdv-id-NaSgfQ,TEB3093,6,KANTIN 1,1971.0,2.0,1.0,1.0,1,,2.0,4.0,4,,1.0,,2.0,2.0,1.0,1.0,1,659,72,733,74,759,76,733,73,Menengah,TFT3001,10/07/1936,SMA KHAIRIAH,SK,A,209,SK,103.0472477,5.260818816,-1,-0.3,1.1,2,1.0,3.555555555555556,1,0.5,1.6666666666666665,-1,-0.3,1.1,55.0,27.67,20,47.67,3,MEDIUM,True,Wiring (Rapid Deterioration),"{""Wiring"": ""HIGH""}",Wiring
sdv-id-cTYNqz,TBA3062,4,KANTIN SEKOLAH,1984.0,,2.0,,2,3.0,,1.0,2,,,1.0,1.0,2.0,1.0,1.0,2,319,34,416,33,416,35,404,33,Rendah,TBA3061,07/24/1961,SEKOLAH KEBANGSAAN TOK DIR,SK,A,101,SK,103.1295082,5.326508556,0,0.0,2.0,-1,-0.42857142857142855,1.75,0,0.0,1.0,0,0.0,1.5,42.0,7.82,15,22.82,2,LOW,False,None,{},None
sdv-id-MmYQUO,TEA3120,3,KANTIN,1979.0,,2.0,5.0,1,4.0,,,1,2.0,1.0,2.0,1.0,1.0,1.0,,1,513,69,550,68,669,68,605,70,Menengah,TEA3123,06/04/1974,SEKOLAH MENENGAH KEBANGSAAN TENGKU BARIAH,SK,A,201,SBK,103.0397138,5.310824016,-1,-0.5,2.5555555555555554,-3,-1.0,1.6,-1,-0.2,1.4,0,0.0,1.0,47.0,4.29,15,19.29,2,LOW,False,None,{},None
sdv-id-mrwUmK,TBA3037,4,BLOK KANTIN,1966.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,,3.0,1.0,2.0,,1.0,2.0,1,307,50,645,49,571,52,563,49,Menengah,TBA3041,12/28/1940,SEKOLAH KEBANGSAAN KAMPONG TENGAH,SK,A,201,SK,103.1529205,5.228652944,1,0.3,1.4000000000000001,0,0.0,1.0,-1,-0.5,1.888888888888889,0,0.0,1.3333333333333335,60.0,5.71,20,25.71,2,LOW,False,None,{},None
sdv-id-MKOGmI,TBA3085,4,BLOK B (KANTIN),1954.0,1.0,1.0,,2,1.0,,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,736,56,957,53,1029,53,836,51,Rendah,TBA3089,10/28/1948,SEKOLAH KEBANGSAAN SERI BUDIMAN,SK,A,101,SK,103.1667221,5.278526653,1,0.35714285714285715,1.5714285714285714,0,0.0,1.0,0,0.0,1.0,-1,-0.3,1.1,72.0,3.01,20,23.009999999999998,2,LOW,False,None,{},None
sdv-id-KsHFFa,TFT3001,11,,1995.0,1.0,1.0,1.0,1,2.0,1.0,2.0,2,1.0,1.0,1.0,1.0,,2.0,1.0,1,1413,111,1145,116,1227,116,1307,109,Menengah,TFT3001,03/25/2011,SMA KHAIRIAH,SM SABK,A,209,SK,103.1547328,5.287666969,0,0.0,1.0,0,0.1,1.8,0,0.0,1.0,-1,-0.5,1.2222222222222223,31.0,4.21,10,14.21,1,VERY_LOW,False,None,{},None
sdv-id-EtWRGa,TBA3001,6,KANTIN,1972.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,,1.0,1.0,1.0,2.0,2.0,1.0,2,255,24,311,25,335,24,340,24,Rendah,TBA3001,12/11/1934,SEKOLAH KEBANGSAAN TENGKU AMPUAN MARIAM,SK,B,101,SK,103.0802394,5.331975225,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,-0.1,1.7000000000000002,54.0,1.2,20,21.2,2,LOW,False,None,{},None
sdv-id-IShckb,TBA3038,4,BLOK B (KANTIN),2005.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,192,26,256,29,238,26,243,25,Rendah,TBA3038,04/12/1943,SEKOLAH KEBANGSAAN ATAS TOL,SMK,B,101,SBK,103.0902052,5.324310332,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,-0.1,1.2000000000000002,21.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-uRPpfc,TRA3002,14,DEWAN MAKAN ASRAMA,1943.0,1.0,3.0,1.0,1,2.0,,2.0,1,1.0,2.0,1.0,1.0,1.0,,1.0,1,1507,156,1664,155,1615,159,1548,153,Menengah,TRA3002,07/28/1940,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH ABDUL MALEK,SMKA,A,204,SK,103.1036869,5.276428292,0,-0.2,1.4,-1,-0.2857142857142857,1.5000000000000002,0,-0.1,1.2000000000000002,0,0.0,1.0,83.0,1.58,20,21.58,2,LOW,False,None,{},None
sdv-id-itTSDt,TBA3007,6,E,2008.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,,1.0,1.0,2.0,1.0,2.0,1,182,18,199,19,210,18,184,19,Rendah,TBA3007,09/02/1927,SEKOLAH KEBANGSAAN PUSAT KUALA IBAI,SK,B,101,SK,103.0543831,5.31752063,1,0.3,1.4000000000000001,0,0.0,1.0,0,0.0,1.0,-1,-0.2,1.4,18.0,2.11,3,5.109999999999999,1,VERY_LOW,False,None,{},None
sdv-id-QEkGeW,TEA3088,5,BLOK K,1986.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1,,1.0,1.0,2.0,1.0,1.0,,1,1128,70,823,74,873,78,935,74,Rendah,TEA3088,09/01/2009,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SMK,A,201,SK,103.1603005,5.263842001,-1,-0.3,1.1,0,0.0,1.0,1,0.5,1.4444444444444444,0,0.0,1.0,40.0,3.16,15,18.16,2,LOW,True,None,{},None
sdv-id-GjGuJK,TEB3093,12,KANTIN,1990.0,1.0,1.0,1.0,1,1.0,1.0,4.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,988,69,839,73,672,72,893,72,Menengah,TEB3093,08/20/1963,SEKOLAH MENENGAH KEBANGSAAN TENGKU MUHAMMAD ISMAIL,SK,A,101,SK,103.0891728,5.244860426,0,0.0,1.0,0,0.3,1.9,1,0.3,1.4000000000000001,0,0.0,1.0,36.0,4.74,10,14.74,1,VERY_LOW,False,None,{},None
sdv-id-oqKObv,TEA3118,11,KANTIN,1988.0,1.0,3.0,1.0,1,1.0,1.0,1.0,2,,1.0,1.0,1.0,,1.0,,1,639,43,658,42,631,42,650,41,Rendah,TEA3117,11/08/1971,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SK,A,101,SK,103.1589353,5.276311913,0,-0.2,1.4,1,0.3,1.4000000000000001,0,0.0,1.0,0,0.0,1.0,38.0,3.68,10,13.68,1,VERY_LOW,False,None,{},None
sdv-id-XvwlTZ,TBA3063,11,E,1986.0,1.0,,5.0,1,,,1.0,3,3.0,2.0,,1.0,2.0,1.0,1.0,1,1171,114,1152,109,1424,114,1250,116,Menengah,TBA3066,03/13/1983,SEKOLAH KEBANGSAAN KESOM,SK,A,209,SK,103.1492933,5.310586497,0,0.28571428571428575,2.5,2,2.0,2.1428571428571432,-2,-0.6428571428571428,1.5714285714285714,-1,-0.3,1.1,40.0,13.83,15,28.83,2,LOW,True,Wiring (Rapid Deterioration),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-wrRVfu,TEA3119,8,KANTIN,1995.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,308,49,338,47,301,48,286,46,Menengah,TEA3122,03/09/1978,SEKOLAH MENENGAH KEBANGSAAN SULTAN SULAIMAN,SMK,A,201,SK,103.1666931,5.303208823,0,0.0,1.0,0,0.0,1.0,-1,-0.3,1.1,0,0.0,1.0,31.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-kbXFQZ,TEA3122,8,DEWAN ASRAMA PUTERA,1964.0,2.0,1.0,2.0,5,1.0,1.0,4.0,2,,1.0,1.0,3.0,2.0,1.0,1.0,2,280,33,249,35,185,35,209,33,Rendah,TEA3123,01/05/1931,SEKOLAH MENENGAH KEBANGSAAN SULTAN SULAIMAN,SM SABK,A,209,SK,103.0408065,5.319045946,3,1.0,3.0,1,0.6,2.3,2,1.0,1.888888888888889,0,0.0,1.5,62.0,31.43,20,51.43,4,HIGH,True,"Wall (Rapid Deterioration), Pillar (Rapid Deterioration)","{""Wall"": ""MEDIUM"", ""Pillar"": ""LOW""}",Wall
sdv-id-YtIubT,TEA3118,6,,1988.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2,,1.0,1.0,1.0,1.0,1.0,,1,369,39,396,41,435,38,457,39,Rendah,TEA3120,07/22/2003,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI MOHD SAID,SMK,A,209,SK,103.1308442,5.278572843,0,0.0,1.0,1,0.4,1.7000000000000002,0,0.0,1.0,0,0.0,1.0,38.0,5.26,10,15.26,2,LOW,False,None,{},None
sdv-id-pqjJmZ,TBA3027,11,KANTIN,1949.0,,3.0,2.0,1,2.0,1.0,1.0,1,2.0,,,1.0,1.0,1.0,1.0,1,651,66,785,63,999,65,842,67,Menengah,TBA3028,02/15/1955,SEKOLAH KEBANGSAAN UNDANG,SK,A,101,SK,103.1664273,5.325904909,-2,-1.0,1.777777777777778,-1,-0.3,1.1,-1,-0.3333333333333333,1.2000000000000002,0,0.0,1.0,77.0,0.9,20,20.9,2,LOW,False,None,{},None
sdv-id-PxOPyG,TBA3085,20,KANTIN 1,1988.0,1.0,3.0,1.0,1,2.0,,4.0,1,,3.0,2.0,1.0,1.0,1.0,1.0,2,452,72,657,68,601,66,507,67,Rendah,TBA3092,02/04/1917,SEKOLAH MENENGAH KEBANGSAAN MEGAT PANJI ALAM,SK,A,101,SK,103.1366517,5.312848968,0,-0.2,1.4,-1,-0.14285714285714282,2.2499999999999996,-2,-1.0,1.777777777777778,1,0.3,1.4000000000000001,38.0,3.98,10,13.98,1,VERY_LOW,False,None,{},None
sdv-id-sQIRtb,TFT3004,14,KARISMA,2008.0,,1.0,1.0,1,1.0,2.0,2.0,1,1.0,1.0,,2.0,1.0,1.0,1.0,2,596,93,767,94,829,93,759,95,Rendah,TFT3004,07/21/1972,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-KUALA TERENGGANU,SMK,A,201,SK,103.0970853,5.279442933,0,0.0,1.0,0,0.0,1.5,1,0.35714285714285715,1.5714285714285714,1,0.3,1.4000000000000001,18.0,7.14,3,10.14,1,VERY_LOW,False,None,{},None
sdv-id-xuyNeZ,TEA3120,11,KANTIN,1986.0,,2.0,2.0,2,,3.0,1.0,1,3.0,3.0,,2.0,2.0,1.0,1.0,1,511,49,450,52,438,51,446,54,Menengah,TEA3123,10/04/1988,SEKOLAH MENENGAH KEBANGSAAN SULTAN SULAIMAN,SK,B,102,SK,103.1298864,5.268343635,0,0.0,2.0,-2,-1.0,1.4444444444444446,-1,-0.3571428571428571,2.4285714285714284,-1,-0.3,1.1,40.0,6.02,15,21.02,2,LOW,False,None,{},None
sdv-id-oASiqt,TBA3060,7,KANTIN,2013.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1,1.0,1.0,2.0,1.0,,2.0,1.0,1,485,30,572,32,565,31,706,32,Rendah,TBA3062,06/28/2000,SEKOLAH KEBANGSAAN KAMPONG TENGAH,SK,A,101,SK,103.0807369,5.319891068,0,0.0,1.0,-1,-0.3,1.1,0,0.1,1.3,-1,-0.5,1.2222222222222223,13.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-PlRPJg,TBA3090,5,KANTIN,1961.0,1.0,,2.0,1,,2.0,,2,,1.0,1.0,1.0,1.0,1.0,1.0,1,618,58,733,54,840,55,728,51,Rendah,TBA3093,10/06/1940,SEKOLAH KEBANGSAAN PULAU BAHAGIA,SK,A,101,SK,103.1346381,5.29583941,0,0.07142857142857141,1.375,0,0.0,2.0,0,0.0,1.0,0,0.0,1.0,65.0,4.21,20,24.21,2,LOW,False,None,{},None
sdv-id-eOrwsc,TBA3032,8,KANTIN,2005.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1,,2.0,1.0,2.0,1.0,1.0,1.0,1,925,84,998,87,685,89,969,87,Menengah,TBA3028,04/19/1984,SEKOLAH KEBANGSAAN TOK DIR,SK,A,101,SK,103.1579685,5.297413187,0,0.1,1.3,0,0.0,1.0,0,0.0,1.6666666666666665,0,0.0,1.0,21.0,3.61,6,9.61,1,VERY_LOW,False,None,{},None
sdv-id-wEbibF,TFT3004,4,AL_BUKHARI/KANTIN LAMA,1989.0,1.0,2.0,1.0,1,,,1.0,1,2.0,1.0,1.0,1.0,1.0,,1.0,1,954,79,807,83,839,84,887,86,Menengah,TFT3004,12/18/1992,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-KUALA TERENGGANU,SMK,A,201,SK,103.1478478,5.272802992,0,-0.1,1.2000000000000002,0,0.0,1.0,-1,-0.3,1.1,0,0.0,1.0,37.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-TFoUcN,TBA3086,11,KANTIN,1995.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1161,77,1108,77,1167,75,1079,75,Rendah,TBA3089,10/14/1953,SEKOLAH KEBANGSAAN SERI BUDIMAN 2,SMK,A,101,SK,103.0631192,5.31676362,0,-0.1,1.2000000000000002,0,0.0,1.0,0,0.0,1.0,-1,-0.3,1.1,31.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-NDsEXF,TEB3092,8,KANTIN,1985.0,1.0,1.0,1.0,1,3.0,2.0,,1,1.0,1.0,1.0,1.0,,1.0,1.0,2,912,84,1132,86,1125,84,1052,82,Menengah,TEB3092,05/20/1969,SEKOLAH MENENGAH KEBANGSAAN SERI NILAM,SK,A,102,SK,103.1574945,5.277025612,0,0.0,1.0,-2,-0.6428571428571428,1.5714285714285714,0,0.0,1.0,1,0.5,1.4444444444444444,41.0,2.63,15,17.63,2,LOW,False,None,{},None
sdv-id-ZjHzcF,TFT3004,11,KANTIN,2003.0,1.0,,2.0,2,2.0,3.0,2.0,3,,1.0,1.0,1.0,1.0,1.0,1.0,2,587,91,916,86,899,86,832,86,Menengah,TFT3004,08/11/1964,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH ABDUL MALEK,SM SABK,A,209,SK,103.1490059,5.276592045,1,0.35714285714285715,1.875,1,0.2,2.6,0,0.0,1.0,1,0.3,1.4000000000000001,23.0,17.74,6,23.74,2,LOW,False,Wiring (Deteriorating),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-XckWpZ,TBC3094,9,KANTIN,1996.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,1.0,3.0,1,631,69,648,73,737,73,665,79,Menengah,TEA3083,11/24/1974,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 2,SBP,A,101,SK,103.1670605,5.264291279,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.2,1.6,30.0,0.45,10,10.45,1,VERY_LOW,False,None,{},None
sdv-id-oaeKbq,TBA3037,4,KANTIN,2013.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,,,2.0,1.0,1.0,,1.0,1,848,63,869,59,994,59,868,63,Rendah,TBA3038,01/22/1928,SEKOLAH KEBANGSAAN BUKIT PETITI,SK,A,101,SBK,103.1608528,5.334891364,0,0.0,1.0,0,0.0,1.0,-1,-1.0,1.4285714285714286,0,0.0,1.0,13.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-EaPyfA,TBA3005,7,KANTIN,1989.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,359,27,486,27,422,26,403,25,Rendah,TBA3005,02/14/1929,SEKOLAH KEBANGSAAN PUSAT KUALA IBAI,SK,A,101,SK,103.0789159,5.294529459,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,-0.1,1.2000000000000002,37.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-jPpeXD,TEA3085,8,KANTIN,1963.0,1.0,,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,411,40,680,41,632,41,549,38,Rendah,TEA3085,06/02/1944,SEKOLAH KEBANGSAAN BUKIT BAYAS,SK,A,101,SK,103.1564226,5.274600564,1,0.2857142857142857,1.5000000000000002,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,63.0,3.01,20,23.009999999999998,2,LOW,False,None,{},None
sdv-id-uvNBcV,TBA3011,6,KANTIN,2014.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1,1520,86,1328,86,1240,88,1209,86,Menengah,TBA3011,07/10/1973,SEKOLAH KEBANGSAAN KAMPUNG BAHARU SERADA,SM SABK,A,101,SK,103.1665016,5.323474437,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,-1,0.1,2.3,12.0,0.45,3,3.45,1,VERY_LOW,False,None,{},None
sdv-id-PxnasU,TEA3119,14,KANTIN,1968.0,2.0,1.0,,1,,3.0,1.0,3,,1.0,2.0,1.0,1.0,1.0,,2,1652,140,1522,141,1517,144,1508,143,Rendah,TEA3118,12/20/1932,SEKOLAH MENENGAH KEBANGSAAN HAJI ABDUL RAHMAN LIMBONG,SMK,A,101,SK,103.1657005,5.335142158,-1,-0.2857142857142857,1.1428571428571428,0,0.0,2.333333333333334,0,0.0,1.3333333333333335,1,0.35714285714285715,1.5714285714285714,58.0,10.98,20,30.98,3,MEDIUM,False,Wiring,"{""Wiring"": ""LOW""}",Wiring
sdv-id-iJwCLG,TBA3018,6,KANTIN,1988.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,,1.0,1.0,1.0,,1.0,1.0,2,227,26,362,25,371,26,326,26,Rendah,TBA3018,08/13/1923,SEKOLAH KEBANGSAAN CHENDERING,SK,A,101,SK,103.1586059,5.33639,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.5,1.4444444444444444,38.0,1.05,10,11.05,1,VERY_LOW,False,None,{},None
sdv-id-hSgChQ,TEA3128,21,P,2005.0,,1.0,1.0,1,,3.0,,1,,2.0,1.0,3.0,1.0,1.0,1.0,1,502,71,674,72,673,73,694,74,Menengah,TEA3128,12/15/2010,SMA (ATAS) SULTAN ZAINAL ABIDIN,SK,A,101,SK,103.1222292,5.239428918,0,0.0,1.0,-2,-1.0,1.6666666666666665,1,0.5,2.111111111111111,0,0.0,1.0,21.0,10.6,6,16.6,2,LOW,True,Pillar (Deteriorating),"{""Pillar"": ""LOW""}",Pillar
sdv-id-BczhVa,TBA3062,4,KANTIN,1973.0,1.0,2.0,2.0,2,1.0,1.0,2.0,2,,3.0,2.0,1.0,,1.0,1.0,1,243,31,343,31,319,31,293,28,Rendah,TBA3063,01/17/1943,SEKOLAH KEBANGSAAN SERADA,SK,A,101,SK,103.1204486,5.299250262,1,0.3,1.9000000000000001,1,0.4,1.7000000000000002,-2,-1.0,1.777777777777778,0,0.0,1.0,53.0,9.62,20,29.619999999999997,2,LOW,False,None,{},None
sdv-id-liIuDk,TEA3120,12,,1988.0,,1.0,1.0,1,1.0,2.0,1.0,1,3.0,,,2.0,1.0,,,1,328,42,343,46,323,45,304,48,Menengah,TEA3120,10/02/1966,SEKOLAH MENENGAH KEBANGSAAN DATO' RAZALI ISMAIL,SK,A,201,SK,103.1660158,5.292026565,0,0.0,1.0,0,-0.1,1.2000000000000002,-1,-0.3333333333333333,2.2,0,0.0,1.0,38.0,3.61,10,13.61,1,VERY_LOW,False,None,{},None
sdv-id-tyKpzD,TEA3118,11,KANTIN,1976.0,2.0,,2.0,2,4.0,4.0,,4,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1127,86,1241,75,1390,80,1246,84,Rendah,TEA3112,06/29/1942,SEKOLAH MENENGAH KEBANGSAAN BUKIT BESAR,SMK,A,201,SK,103.1082659,5.280238555,0,0.0,2.0,0,0.0,4.0,0,0.0,1.0,-1,-0.3,1.1,50.0,23.46,20,43.46,3,MEDIUM,False,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-wUFkHX,TBA3037,6,KANTIN 1,1987.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1,540,29,332,33,348,32,367,31,Rendah,TBA3041,03/25/1932,SEKOLAH KEBANGSAAN PULAU MANIS,SMK,A,102,SK,103.1504911,5.302625889,0,0.0,1.0,0,0.1,1.3,1,0.5,1.4444444444444444,0,0.0,1.0,39.0,3.16,10,13.16,1,VERY_LOW,True,None,{},None
sdv-id-meajsm,TBA3028,5,KANTIN,1990.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,,1.0,2.0,2.0,2.0,1.0,1,429,33,474,33,393,34,469,33,Rendah,TBA3029,11/06/1935,SEKOLAH KEBANGSAAN RENGAS BEKAH,SK,A,101,SK,103.0672645,5.294483009,0,0.0,1.0,0,0.0,1.0,1,0.2857142857142857,1.5000000000000002,-1,-0.4,1.3000000000000003,36.0,4.51,10,14.51,1,VERY_LOW,False,None,{},None
sdv-id-TsuOSy,TEA3085,9,KANTIN,1941.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1.0,1,775,103,1003,99,995,101,963,104,Menengah,TEA3085,09/30/1929,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 1,SK,A,201,SK,103.0563197,5.29142416,0,0.0,1.0,-1,-0.3,1.1,0,0.0,1.0,0,0.0,1.0,85.0,0.0,20,20.0,2,LOW,False,None,{},None
sdv-id-yuthcF,TBA3093,8,KANTIN,2013.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1,297,46,379,46,258,43,345,43,Rendah,TBA3094,08/25/1995,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 2,SK,A,101,SK,103.0704769,5.256440767,0,0.0,1.0,0,0.0,1.0,1,0.5,1.4444444444444444,0,0.0,1.0,13.0,3.16,3,6.16,1,VERY_LOW,True,None,{},None
sdv-id-vrsGvx,TBA3086,4,KANTIN,1968.0,1.0,,,2,1.0,2.0,2.0,1,,,1.0,1.0,1.0,1.0,1.0,1,191,24,287,27,238,25,262,25,Menengah,TBA3090,08/15/1997,SEKOLAH KEBANGSAAN PULAU BAHAGIA,SM SABK,B,201,SK,103.1508947,5.289949832,1,0.3333333333333333,1.8,0,0.0,1.5,0,0.0,1.0,0,0.0,1.0,58.0,4.59,20,24.59,2,LOW,False,None,{},None
sdv-id-PUFHTi,TBA3027,4,KANTIN,1992.0,,1.0,1.0,2,1.0,1.0,1.0,1,,1.0,1.0,2.0,1.0,2.0,1.0,1,175,15,196,16,173,16,178,16,Rendah,TBA3028,03/29/2000,SEKOLAH KEBANGSAAN BANGGOL KATONG,SK,B,101,SK,103.1648253,5.248554335,1,0.5,1.4444444444444444,0,0.0,1.0,1,0.5,1.4444444444444444,0,-0.1,1.2000000000000002,34.0,5.26,10,15.26,2,LOW,True,None,{},None
sdv-id-zZSMOw,TBA3041,14,BLOK KANTIN,1997.0,2.0,,1.0,1,1.0,2.0,2.0,2,,,1.0,2.0,1.0,1.0,2.0,1,163,18,196,19,173,19,172,18,Rendah,TBA3061,12/05/1972,SEKOLAH KEBANGSAAN TOK DIR,SK,A,101,SK,103.1211405,5.267538705,-1,-0.35714285714285715,1.125,1,0.3,1.9000000000000001,1,1.0,1.5714285714285716,0,0.1,1.3,29.0,9.77,6,15.77,2,LOW,True,None,{},None
